name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
assam,2018-12-16,78.8,57.6,67.4,78.8,57.6,67.4,61,81.6,0,0,0,,0,0,18.3,11.1,12.6,1018.8,68.4,1.6,135.3,11.8,6,,2018-12-16T06:02:56,2018-12-16T16:33:33,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-17,75.2,60.8,67.7,75.2,60.8,67.7,62.1,82.8,0.001,100,4.17,rain,0,0,15,6.9,35.5,1018,90.9,1.7,86.8,7.6,4,,2018-12-17T06:03:31,2018-12-17T16:33:57,0.32,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-18,66.2,58.8,62.8,66.2,58.8,62.8,60.9,93.7,0.903,100,20.83,rain,0,0,23.3,11.4,49.4,1016.4,96.4,1.3,27.7,2.4,2,,2018-12-18T06:04:05,2018-12-18T16:34:22,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42410099999,VEGT,42414099999,42516099999,42512099999"
assam,2018-12-19,69.8,60,64.3,69.8,60,64.3,61,89.2,0,0,0,,0,0,11.9,5.8,284.8,1017.1,93.7,1.7,138.5,12.1,6,,2018-12-19T06:04:38,2018-12-19T16:34:48,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"42410099999,VEGT,42414099999,42516099999,42512099999"
assam,2018-12-20,76.2,61.7,67.4,76.2,61.7,67.4,61.8,83.3,0,0,0,,0,0,16.1,8.8,21.1,1016.2,61.9,2.2,145.2,12.6,6,,2018-12-20T06:05:10,2018-12-20T16:35:15,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-21,75.2,57.2,66.1,75.2,57.2,66.1,61.6,86.3,0,0,0,,0,0,10.5,6.9,311.1,1014.6,59.7,1.7,137.8,12,6,,2018-12-21T06:05:42,2018-12-21T16:35:44,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2018-12-22,78.8,58.6,67.6,78.8,58.6,67.6,61.6,83,0.024,100,4.17,rain,0,0,12.5,10.3,17.5,1015.8,39,2,113.9,9.9,5,,2018-12-22T06:06:12,2018-12-22T16:36:14,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2018-12-23,78.8,55.1,65.9,78.8,55.1,65.9,59.9,82.6,0,0,0,,0,0,13.9,8.7,26.7,1015.4,26.8,1.8,166.7,14.3,6,,2018-12-23T06:06:41,2018-12-23T16:36:45,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-24,78.8,55.7,66.2,78.8,55.7,66.2,60.3,83.2,0,0,0,,0,0,12.1,5.8,0.6,1014.1,28,2,162.4,14.1,6,,2018-12-24T06:07:09,2018-12-24T16:37:17,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-25,77,59,66.5,77,59,66.5,59.8,81,0,0,0,,0,0,10.7,4.5,336.9,1013.7,48.3,1.8,137.2,11.9,6,,2018-12-25T06:07:36,2018-12-25T16:37:50,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2018-12-26,76.1,56.6,65.4,76.1,56.6,65.4,58.9,81.1,0,0,0,,0,0,9.8,3.9,44.6,1013.9,46.1,1.5,134.7,11.6,5,,2018-12-26T06:08:02,2018-12-26T16:38:24,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-27,75.2,57.1,65.7,75.2,57.1,65.7,60.2,83.3,0,0,0,,0,0,10.5,4.5,269.7,1012.9,46.9,1.5,139.5,12.1,6,,2018-12-27T06:08:26,2018-12-27T16:38:59,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-28,70.8,59.3,64.2,70.8,59.3,64.2,58.9,83.8,0.028,100,4.17,rain,0,0,14.8,7.6,267.7,1013.4,75,1.3,109.1,9.5,5,,2018-12-28T06:08:49,2018-12-28T16:39:35,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-29,73.4,53.3,62.1,73.4,53.3,62.1,56.7,83.8,0,0,0,,0,0,9.6,6.9,68.3,1017.1,54.8,1.4,158.1,13.6,6,,2018-12-29T06:09:11,2018-12-29T16:40:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-30,73.4,51,62.1,73.4,51,62.1,56.1,82.5,0,0,0,,0,0,15.4,12.8,19.3,1019.4,31.1,1.4,175.9,15.2,7,,2018-12-30T06:09:32,2018-12-30T16:40:50,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2018-12-31,75.2,50,62.3,75.2,50,62.3,55.1,79.5,0,0,0,,0,0,17,10.7,26.2,1018.9,20.1,1.9,178.7,15.3,7,,2018-12-31T06:09:51,2018-12-31T16:41:28,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2019-01-01,76.2,51.4,62.4,76.2,51.4,62.4,55.1,79.6,0,0,0,,0,0,14.8,6.9,27.2,1019.4,24.3,1.5,176,15.2,7,,2019-01-01T06:10:09,2019-01-01T16:42:08,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-02,76.2,49.8,62.4,76.2,49.8,62.4,54.5,77.9,0,0,0,,0,0,16.1,8.8,19.2,1018.8,26.1,1.7,175.1,15.2,7,,2019-01-02T06:10:26,2019-01-02T16:42:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-03,77,53.5,64.4,77,53.5,64.4,56.1,76.6,0,0,0,,0,0,11.9,4.7,4.2,1018.5,35.7,2,157.5,13.6,6,,2019-01-03T06:10:41,2019-01-03T16:43:29,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-04,73.4,53.1,63.1,73.4,53.1,63.1,56.8,80.9,0,0,0,,0,0,17.9,9.2,30.3,1020.1,38.6,1.6,150.7,12.9,6,,2019-01-04T06:10:55,2019-01-04T16:44:10,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2019-01-05,74.3,51.3,61.8,74.3,51.3,61.8,54.1,78.1,0,0,0,,0,0,18.3,10.3,36,1019.1,36.2,1.8,174.9,15.1,7,,2019-01-05T06:11:08,2019-01-05T16:44:53,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-06,77,51.6,62.2,77,51.6,62.2,53.6,76.5,0,0,0,,0,0,18.6,11,29.9,1017.3,40.4,1.8,174.2,15.2,7,,2019-01-06T06:11:19,2019-01-06T16:45:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-07,78.8,50,62.9,78.8,50,62.9,54.2,76,0,0,0,,0,0,20.4,9.2,37.7,1014.7,24.7,1.7,179.2,15.5,7,,2019-01-07T06:11:28,2019-01-07T16:46:19,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-08,77.9,51.6,63.9,77.9,51.6,63.9,55.9,77.1,0,0,0,,0,0,10.3,5.8,212.8,1012.8,20.9,2.1,174.4,15.2,7,,2019-01-08T06:11:36,2019-01-08T16:47:03,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-09,77,54.4,65.1,77,54.4,65.1,57.1,77.5,0,0,0,,0,0,12.8,6.5,23.6,1014.7,39.1,1.6,160.6,13.8,6,,2019-01-09T06:11:43,2019-01-09T16:47:47,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-10,74.4,54.9,63.9,74.4,54.9,63.9,57.6,80.9,0,0,0,,0,0,15.7,8.1,25.6,1016.2,62.3,1.5,147.9,12.8,6,,2019-01-10T06:11:48,2019-01-10T16:48:32,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-11,76.1,52.8,63.5,76.1,52.8,63.5,56.1,78.8,0,0,0,,0,0,17.4,10.6,31.2,1016.7,38.6,1.5,176.9,15.3,7,,2019-01-11T06:11:52,2019-01-11T16:49:17,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-12,77,52.1,63.7,77,52.1,63.7,56.1,78.2,0,0,0,,0,0,18.6,9,17,1016.7,30.8,1.6,181.1,15.6,7,,2019-01-12T06:11:54,2019-01-12T16:50:02,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-13,78.8,51.4,63.8,78.8,51.4,63.8,55.6,77.4,0,0,0,,0,0,16.3,8.6,42,1016.2,26.4,1.7,182.5,15.8,7,,2019-01-13T06:11:55,2019-01-13T16:50:48,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-14,79.4,53,64.5,79.4,53,64.5,56.1,76.7,0,0,0,,0,0,10.7,5.8,262.5,1014.6,26.6,1.7,174.9,15.1,6,,2019-01-14T06:11:54,2019-01-14T16:51:34,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-15,77,53.8,63.6,77,53.8,63.6,55.7,77.3,0,0,0,,0,0,8.9,5.6,263.2,1016,29.8,1.3,156.6,13.6,6,,2019-01-15T06:11:51,2019-01-15T16:52:20,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-16,77,50.7,64.3,77,50.7,64.3,56.2,77,0,0,0,,0,0,16.6,10.3,29.8,1016.8,26,1.2,188.3,16.3,7,,2019-01-16T06:11:48,2019-01-16T16:53:07,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,remote,42516099999,42512099999"
assam,2019-01-17,78.8,50.9,64.3,78.8,50.9,64.3,55.2,75,0,0,0,,0,0,20.1,12.2,28.4,1014.7,25.7,1.6,189.1,16.4,7,,2019-01-17T06:11:42,2019-01-17T16:53:53,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-18,77,52.5,64.5,77,52.5,64.5,56.2,76.8,0,0,0,,0,0,10.7,5.5,359.4,1014.5,29.6,1.6,180.9,15.6,7,,2019-01-18T06:11:35,2019-01-18T16:54:40,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-19,78.8,54.8,65,78.8,54.8,65,56,75.4,0,0,0,,0,0,12.5,7.8,348.2,1015.5,39.5,1.6,174.9,15.2,7,,2019-01-19T06:11:27,2019-01-19T16:55:27,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-20,78.8,53.1,65,78.8,53.1,65,56,75.5,0,0,0,,0,0,11.2,8.1,326.7,1015.9,30.8,1.7,189.5,16.4,7,,2019-01-20T06:11:17,2019-01-20T16:56:14,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-21,80.6,53,64.8,80.1,53,64.8,54.6,73,0,0,0,,0,0,14.3,8.1,18.2,1016,28.1,1.8,188.3,16.3,7,,2019-01-21T06:11:06,2019-01-21T16:57:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-22,80.6,53.3,65.1,80.5,53.3,65.1,55.7,74.7,0,0,0,,0,0,14.3,6.9,30.6,1016.3,28.2,1.6,186.9,16.2,7,,2019-01-22T06:10:53,2019-01-22T16:57:48,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-23,79.8,53.6,65.1,79.8,53.6,65.1,56.6,77,0,0,0,,0,0,14.5,7.6,19.5,1016.3,25.6,1.5,190.3,16.4,7,,2019-01-23T06:10:38,2019-01-23T16:58:34,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-24,80.6,54.3,66.8,80.5,54.3,66.8,57.4,74.4,0,0,0,,0,0,12.3,4.7,9.1,1017.1,28.6,1.7,186.7,16,7,,2019-01-24T06:10:22,2019-01-24T16:59:21,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-01-25,80.6,55.4,66.6,80.8,55.4,66.6,58.3,76.9,0,0,0,,0,0,16.6,9.2,16.6,1017.7,28,1.6,180.4,15.6,7,,2019-01-25T06:10:05,2019-01-25T17:00:08,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-26,81.5,56.7,68.1,82.3,56.7,68.1,59.7,76.6,0,0,0,,0,0,12.5,7.6,26.6,1017.2,53.9,1.6,180.1,15.5,7,,2019-01-26T06:09:46,2019-01-26T17:00:54,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-27,84.9,60.7,70.4,84.2,60.7,70.2,60.3,72.3,0,0,0,,0,0,9.8,5.8,198.8,1016.7,50.7,1.9,168.7,14.5,6,,2019-01-27T06:09:26,2019-01-27T17:01:41,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-28,81.5,56.2,68.8,81.8,56.2,68.9,58.2,71,0,0,0,,0,0,16.3,5.6,216.6,1016.5,45.5,1.7,186.7,16.1,7,,2019-01-28T06:09:04,2019-01-28T17:02:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-29,75.2,58.4,65.4,75.2,58.4,65.4,57.5,76.8,0.008,100,8.33,rain,0,0,20.6,6.9,211.7,1016.1,62.4,1.5,142.9,12.3,6,,2019-01-29T06:08:41,2019-01-29T17:03:13,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-30,77,55.1,63.4,77,55.1,63.4,54.2,74.8,0,0,0,,0,0,16.1,6.2,11.7,1018.5,38.2,1.6,203.3,17.7,7,,2019-01-30T06:08:17,2019-01-30T17:03:58,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-01-31,78.8,51.8,64.2,78.8,51.8,64.2,55.5,75.8,0,0,0,,0,0,19.5,9.6,32.3,1018.7,30.4,1.5,203.5,17.7,7,,2019-01-31T06:07:51,2019-01-31T17:04:44,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-02-01,80.6,53.6,65.6,80.3,53.6,65.6,55.3,72.4,0,0,0,,0,0,18.8,10.3,34.1,1016.5,36.2,1.7,167.2,14.4,7,,2019-02-01T06:07:23,2019-02-01T17:05:29,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2019-02-02,82.4,55.1,66.7,81.5,55.1,66.7,55.8,71.1,0,0,0,,0,0,12.8,5.8,273.3,1014.7,25.2,1.8,206.2,18,7,,2019-02-02T06:06:55,2019-02-02T17:06:14,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-02-03,82.4,53.7,67.2,81.2,53.7,67.1,55.6,69.7,0,0,0,,0,0,10.5,5.5,248.8,1016.8,26.9,1.7,189.4,16.3,7,,2019-02-03T06:06:25,2019-02-03T17:06:59,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42408099999,remote,42516099999,42512099999"
assam,2019-02-04,82.4,53.9,68.4,81.2,53.9,68.3,56.8,69.7,0,0,0,,0,0,10.5,5.8,290.2,1018,38.6,1.6,188.3,16.2,7,,2019-02-04T06:05:53,2019-02-04T17:07:43,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2019-02-05,82.4,56.7,68.6,81.5,56.7,68.5,56.7,68.5,0,0,0,,0,0,11.2,6.9,12.7,1016.3,42.7,1.7,205.3,17.7,7,,2019-02-05T06:05:21,2019-02-05T17:08:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2019-02-06,80.6,57.1,68.3,80.5,57.1,68.2,57.6,71.1,0,0,0,,0,0,10.5,5.8,339.1,1013.8,52.5,1.6,194.4,16.9,7,,2019-02-06T06:04:47,2019-02-06T17:09:10,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-02-07,82.4,56.8,68.8,82.9,56.8,68.9,59.3,74.1,0,0,0,,0,0,11.9,7.4,6.9,1015,46.5,1.4,204.5,17.8,7,,2019-02-07T06:04:12,2019-02-07T17:09:53,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-02-08,80.6,59.2,68.8,81.1,59.2,68.8,60.9,77.6,0.004,100,4.17,rain,0,0,14.3,8.1,202.1,1015.8,70.8,1.2,183.3,15.9,7,,2019-02-08T06:03:35,2019-02-08T17:10:36,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42410099999,VEGT,42414099999,42408099999,remote,42516099999,42512099999"
assam,2019-02-09,77,62.2,69.4,77,62.2,69.4,63.1,81.4,0.209,100,8.33,rain,0,0,19.7,8.1,256.2,1015.8,68.7,2,148.5,12.9,6,,2019-02-09T06:02:58,2019-02-09T17:11:19,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-02-10,77,58.7,67.2,77,58.7,67.2,57.6,73.3,0.001,100,4.17,rain,0,0,20.1,7.6,270.2,1018.4,40.9,2.1,169.6,14.6,7,,2019-02-10T06:02:19,2019-02-10T17:12:01,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42410099999,VEGT,42408099999,42516099999,42512099999"
assam,2019-02-11,80.6,53.4,66.8,80.5,53.4,66.8,56.5,72.1,0,0,0,,0,0,16.8,10.6,24.4,1018.6,35.8,1.8,206.3,17.8,7,,2019-02-11T06:01:39,2019-02-11T17:12:42,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-02-12,84.2,55.9,68.6,82.5,55.9,68.5,56.9,70.2,0,0,0,,0,0,15.4,10.3,18,1018.5,33.9,1.8,218.3,18.8,8,,2019-02-12T06:00:58,2019-02-12T17:13:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-02-13,84.2,57.2,69.7,82.8,57.2,69.5,56.7,66.9,0,0,0,,0,0,12.3,9.5,35.7,1017.9,34,1.9,216.6,18.7,8,,2019-02-13T06:00:16,2019-02-13T17:14:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
assam,2019-02-14,86,57.6,70.9,85,57.6,70.8,58.2,67.5,0,0,0,,0,0,11,30.5,9.6,1015.4,34.2,1.8,207.3,17.8,7,,2019-02-14T05:59:32,2019-02-14T17:14:44,0.32,Partially cloudy,Partly cloudy throughout the day.,wind,"42410099999,VEGT,42414099999,42408099999,42516099999,42512099999"
